AgentID AgentLiquidity AgentPurposeCategory AgentStrategyType RiskAppetite ProActivity IntelligenceGap OwnTokenID DoB DoD
54 1755.7166673636202 Speculator noisy 0.5026768994112977 0.4316723920970069 0 0 7 18
55 11193.424779063083 Investor fundy 0.17160348502926265 0.14351701379288634 0.21274329972060413 0 6 54
56 0 Creator none 0 0 0 4 5 75
57 0 Creator none 0 0 0 5 8 81
58 0 Creator none 0 0 0 6 7 78
59 10748.119533806963 Investor fundy 0.20830602071207296 0.14081617234806185 0.18801817535975687 0 4 52
60 4873.280844024621 Utilizer charty 0.427697768434686 0.20704195791765265 0 0 8 30
61 1920.9440002545682 Speculator charty 0.36395146453284827 0.3355390487373146 0 0 8 18
62 0 Creator none 0 0 0 7 4 73
63 4739.409826321683 Utilizer charty 0.3813162244061563 0.29976945234612223 0 0 4 30
64 2001.895764016761 Speculator charty 0.33074861906019826 0.40035089641864813 0 0 4 16
65 4133.34649666483 Utilizer charty 0.4224362372659576 0.3903481986569282 0 0 4 33
66 8682.45741448571 Investor fundy 0.23763460902509287 0.13184543071290222 0.2360167243116577 0 7 50
67 5511.11578206172 Utilizer charty 0.42681628382741854 0.35138880927758975 0 0 5 25
68 2204.576698385086 Speculator noisy 0.5872727353618561 0.5515004106191653 0 0 7 17
69 4688.915303731218 Utilizer charty 0.4132151887388682 0.19453673460758233 0 0 4 24
70 5365.783073216353 Utilizer charty 0.3279875838348657 0.3053931385279822 0 0 8 38
71 2023.577779909654 Speculator noisy 0.6051990930808123 0.35901917383397003 0 0 8 17
72 3864.3851335769687 Utilizer charty 0.49525306719723794 0.4324712693096086 0 0 8 32
73 2027.0140466388682 Speculator noisy 0.5149839853708573 0.47011255285906584 0 0 7 18
74 4707.40486272544 Utilizer charty 0.4592456332274253 0.42719321806026783 0 0 6 32
75 5376.74075559375 Utilizer charty 0.27099791841057186 0.39709948292400116 0 0 8 24
76 0 Creator none 0 0 0 8 3 76
77 4801.068171195263 Utilizer charty 0.37984358714499084 0.23921656077418452 0 0 3 27
78 11472.546401702282 Investor charty 0.4799154758287721 0.17953602402520014 0 0 4 54
79 4324.452410752421 Utilizer fundy 0.17930410705428335 0.14558243158991885 0.3386043546899806 0 7 28
80 2027.9687514359266 Speculator charty 0.4431131893746619 0.26468006028614566 0 0 5 21
81 1686.7716752452254 Speculator fundy 0.2570683877056338 0.13080170645536618 0.2211295270843952 0 12 24
82 5449.091935723485 Utilizer charty 0.36703457515933047 0.23915459115205873 0 0 16 40
83 1815.0602024340492 Speculator noisy 0.7060873543297334 0.5010567276640426 0 0 13 26
84 2421.366429462613 Speculator noisy 0.6632701089186742 0.5013992131046529 0 0 18 25
85 4820.976473984274 Utilizer charty 0.40094246134504463 0.30394267440127337 0 0 12 42
86 0 Creator none 0 0 0 9 18 87
87 2008.0721112412416 Speculator noisy 0.7049898082943031 0.3830786572223432 0 0 20 37
88 0 Creator none 0 0 0 10 15 89
89 5283.162337814791 Utilizer charty 0.3301509801548513 0.3204850422712411 0 0 16 38
90 5541.913703356324 Utilizer charty 0.40220933479442134 0.5002095933559406 0 0 11 40
91 1596.0893151687462 Speculator noisy 0.4153777344357083 0.5617221636434686 0 0 15 25
92 10941.352783389288 Investor fundy 0.18683551207001864 0.14585494780220037 0.15745123788828572 0 15 57
93 8501.580636474908 Investor fundy 0.20830062839142924 0.16046121822321097 0.1812519124147156 0 19 64
94 0 Creator none 0 0 0 11 10 86
95 2009.0415749906222 Speculator noisy 0.7787391751181897 0.45596191755982757 0 0 14 26
96 8908.62445046838 Investor fundy 0.24056814237021573 0.1388721888611345 0.26246961366552757 0 10 57
97 0 Creator none 0 0 0 12 19 89
98 10933.610206110248 Investor fundy 0.23597249253579675 0.13137031433580515 0.16616994470255086 0 12 61
99 11717.755984457106 Investor fundy 0.21039039992962663 0.17272515269403974 0.2872847469386988 0 10 60
100 2467.7685430862543 Speculator noisy 0.7584978504236193 0.5935804233745522 0 0 16 26
101 4632.5629883988495 Utilizer charty 0.4917660167611793 0.4501824713128684 0 0 9 29
102 1419.4125221111492 Speculator noisy 0.5139755338589054 0.5600956106050522 0 0 9 22
103 5573.848301572279 Utilizer charty 0.4091659148466593 0.2585316247294324 0 0 20 50
104 10319.678044875727 Investor fundy 0.24357730201001726 0.25627564613998943 0.17624601516255878 0 16 66
105 2394.257000564282 Speculator noisy 0.585201920486729 0.4695291115822936 0 0 9 20
106 0 Creator none 0 0 0 13 13 81
107 2495.950830857839 Speculator noisy 0.508640142731188 0.4965039643024926 0 0 14 27
108 2210.74982470023 Speculator noisy 0.3659957977276319 0.4951088016948265 0 0 19 29
109 2055.942694717739 Speculator noisy 0.6460687814575542 0.4978544194062249 0 0 14 27
110 10012.022418263497 Investor fundy 0.2238567154893064 0.13690032952114078 0.11970572574541825 0 10 58
111 2044.5250026559827 Speculator noisy 0.6481735583934621 0.4822418079943503 0 0 9 23
112 3772.5075090313744 Utilizer charty 0.4033769742792952 0.42014904393115765 0 0 10 29
113 5236.761580200252 Utilizer charty 0.3631903413016158 0.32094785431576417 0 0 14 33
114 1793.0645528318382 Speculator noisy 0.48970113319420705 0.43940908932291967 0 0 17 29
115 1727.119238143989 Speculator noisy 0.6690201503963407 0.48885878512922903 0 0 11 19
116 5713.550213154474 Utilizer charty 0.33623118276150454 0.33359307400368476 0 0 18 43
117 5066.606852470057 Utilizer charty 0.352815689371735 0.3077834539924528 0 0 15 39
118 5427.602600322634 Utilizer charty 0.46995621135510024 0.5117171728704917 0 0 16 43
119 4391.7772589497745 Utilizer charty 0.4389806948286671 0.4398116345203277 0 0 11 40
120 0 Creator none 0 0 0 14 15 81
121 2012.9005628522118 Speculator noisy 0.6480789371955699 0.4767949454481401 0 0 12 25
122 2297.1757314662796 Speculator noisy 0.6581487271158346 0.5401037894095471 0 0 19 29
123 5309.861188476297 Utilizer charty 0.3458448380428293 0.23367712135139984 0 0 14 41
124 2094.0513421627065 Speculator charty 0.382077090502081 0.33600781666735335 0 0 19 29
125 5052.141520740859 Utilizer charty 0.4165248789586536 0.2893108943767824 0 0 20 44
126 10938.869860338513 Investor fundy 0.23458604990290274 0.21118425437381225 0.15713051249357468 0 14 60
127 11299.071767999394 Investor fundy 0.17908702585293285 0.10031147054942774 0.1870776265190949 0 12 49
128 1503.1968665868324 Speculator noisy 0.44444429089009385 0.45010199186292005 0 0 15 26
129 5241.690451522617 Utilizer charty 0.4246978998233377 0.5621054616624512 0 0 17 46
130 1909.7632756120552 Speculator fundy 0.17927051577803366 0.13018165746397217 0.13571536299603976 0 11 25
131 5407.59608821987 Utilizer charty 0.4164943542341296 0.38123462055918156 0 0 10 38
132 0 Creator none 0 0 0 15 16 84
133 5146.743285003225 Utilizer charty 0.5040202901641819 0.46805212564635906 0 0 12 36
134 5020.310617643025 Utilizer charty 0.3865617783376205 0.3143870393097888 0 0 20 47
135 3808.0221203642454 Utilizer charty 0.37587825140778763 0.522798775195844 0 0 15 35
136 9672.669350480499 Investor fundy 0.17515674202342724 0.21946266947763454 0.1328391337035938 0 14 62
137 0 Creator none 0 0 0 16 19 86
138 2510.803375760893 Speculator noisy 0.5397523781010919 0.4569289714005952 0 0 14 25
139 1796.4846706457636 Speculator noisy 0.7883411126938257 0.649658135889054 0 0 18 30
140 11028.765122194662 Investor fundy 0.18586856952843211 0.23127022766611036 0.20314747374595152 0 10 59
141 5432.384056706844 Utilizer charty 0.4382986146349362 0.4291184513878702 0 0 10 40
142 4198.16570839357 Utilizer charty 0.4236628487625192 0.2790202358703672 0 0 13 33
143 1967.797016907353 Speculator noisy 0.6260062916028457 0.4712856202788893 0 0 14 27
144 1762.1906852759512 Speculator noisy 0.6887310805734121 0.5035473614376881 0 0 11 23
145 2026.0290761449978 Speculator charty 0.41094035263120476 0.27946812427398604 0 0 20 30
146 10576.132008896053 Investor fundy 0.1851462960390542 0.20528656481822072 0.2549168152360765 0 17 67
147 8556.503792378835 Investor fundy 0.19820525738736355 0.10088534002988334 0.20018823136593208 0 20 69
148 1870.2773924229712 Speculator noisy 0.7320738565925973 0.37167559428349856 0 0 15 27
149 2363.730367500953 Speculator noisy 0.7240009305332284 0.4434140818307053 0 0 20 33
150 1856.0807092517641 Speculator noisy 0.482569571644241 0.5353979131053365 0 0 9 18
151 1845.6580791059814 Speculator noisy 0.6289899896830015 0.4384491088651813 0 0 14 24
152 5475.602558723732 Utilizer charty 0.4462816234811096 0.5170085015780906 0 0 16 38
153 4898.652430580249 Utilizer charty 0.44224374139425693 0.23970087181689392 0 0 17 40
154 0 Creator none 0 0 0 17 14 83
155 2112.375953434754 Speculator noisy 0.4671446777751919 0.35611642473489796 0 0 19 31
156 9075.781865451963 Investor fundy 0.18603332022420865 0.21418342573732452 0.13234431044786632 0 11 53
157 1302.477787642344 Speculator fundy 0.20336472339151443 0.12554206864628825 0.2570121348585681 0 11 22
158 4362.958937276481 Utilizer charty 0.3288743206859736 0.25544270644454053 0 0 16 39
159 1701.1110316855495 Speculator noisy 0.5688975258115466 0.5483602792353154 0 0 18 31
160 2237.798645447669 Speculator noisy 0.6038919526181632 0.490219789067599 0 0 15 28
161 1687.7285658802416 Speculator noisy 0.6242183234635292 0.5614357311745606 0 0 13 26
162 4462.5060112859455 Utilizer charty 0.4233193102870546 0.3854418750525348 0 0 20 39
163 10069.530285903395 Investor fundy 0.195259451150524 0.15477256289430266 0.254077102793745 0 13 64
164 2007.1162288282235 Speculator charty 0.393371023870241 0.5349583212227453 0 0 15 24
165 0 Creator none 0 0 0 18 13 83
166 5482.344936007691 Utilizer charty 0.3904141179741089 0.4741873577140222 0 0 9 34
167 2327.941667528885 Speculator noisy 0.6588231431335347 0.4929866024990675 0 0 13 27
168 4914.13844338446 Utilizer charty 0.42777741006174 0.23695899676908838 0 0 20 43
169 0 Creator none 0 0 0 19 14 86
170 1860.1765777641167 Speculator noisy 0.6894109835834334 0.5863318716531717 0 0 14 27
171 5977.300756232554 Utilizer charty 0.3653002093978179 0.33306436759967384 0 0 20 41
172 1627.2683332689694 Speculator noisy 0.4838155799302828 0.5349615320099969 0 0 18 32
173 10309.130128036373 Investor fundy 0.20983408275500542 0.16070367860381035 0.2698271999995409 0 13 60
174 1635.9618699242546 Speculator noisy 0.6117490578398775 0.5068383519272629 0 0 10 21
175 1624.1453260866513 Speculator noisy 0.7391569499006816 0.4467952500361602 0 0 18 32
176 4904.849052167536 Utilizer charty 0.358188786678744 0.22641499413491492 0 0 19 41
177 9425.201837989245 Investor fundy 0.2213659710514511 0.15535565777476631 0.12098082929279375 0 15 66
178 2080.4198913738946 Speculator charty 0.3842401885084179 0.23081724798193526 0 0 16 28
179 1666.3014454838599 Speculator noisy 0.4007135679488596 0.5265382762820708 0 0 13 24
180 2243.0992279854095 Speculator noisy 0.7176663383974118 0.430936924876081 0 0 16 31
181 2042.6404538850297 Speculator noisy 0.4928228777132682 0.4781265614237855 0 0 14 24
182 1870.7964961613054 Speculator noisy 0.5949224127086316 0.5567814194368697 0 0 17 30
183 5319.023942677442 Utilizer fundy 0.26907463155362865 0.1356857828813487 0.1168879469672578 0 15 38
184 10546.340546282745 Investor fundy 0.1365920274111594 0.07806663538990906 0.23702272220424986 0 20 63
185 1782.7764283030062 Speculator noisy 0.5816185340662867 0.5924231931203392 0 0 15 27
186 7348.7465861304645 Investor fundy 0.21790017504820322 0.1336818744883466 0.2010423368659468 0 19 66
187 4944.492884652859 Utilizer charty 0.35560196500774705 0.5202792613588214 0 0 16 43
188 5218.87588501611 Utilizer charty 0.41814985707343283 0.3916037478716403 0 0 10 32
189 2278.5716102207134 Speculator noisy 0.3766938190579342 0.40467295341691456 0 0 11 19
190 4819.15079026743 Utilizer charty 0.4655173345273403 0.4721352736267064 0 0 14 37
191 5501.366014113529 Utilizer charty 0.35390579349874457 0.3731197802247099 0 0 13 34
192 10820.056886220562 Investor fundy 0.15813363288766338 0.18378016640597375 0.1633933010757183 0 19 65
193 5647.2858408642205 Utilizer charty 0.33621139415751866 0.3247717804856598 0 0 12 36
194 1660.5183273975756 Speculator noisy 0.6264719485374904 0.3863928134376024 0 0 14 28
195 4385.286791164508 Utilizer charty 0.4111020749441455 0.418031633988601 0 0 15 42
196 4538.91482281687 Utilizer charty 0.40058500907885647 0.39668141237894505 0 0 9 30
197 2000.6533449324174 Speculator noisy 0.4451635098747839 0.5361680098370438 0 0 19 35
198 9407.17064707556 Investor fundy 0.2208641577325571 0.15755939894169016 0.26501555983333885 0 13 54
199 2498.0923497537296 Speculator charty 0.41154993083619684 0.33545371697905885 0 0 14 28
200 5472.030843630729 Utilizer fundy 0.16078038592280172 0.1997347358224577 0.22156948754575873 0 9 33
201 1838.736831658749 Speculator noisy 0.5491447173857763 0.36650406179503714 0 0 18 28
202 1096.719406798338 Speculator charty 0.35603397469137665 0.3635860799314284 0 0 9 19
203 8433.993987096259 Investor fundy 0.2111086655286848 0.10809905318815023 0.24434581360555255 0 17 62
204 2151.110769598378 Speculator charty 0.392817521368855 0.5367180161787573 0 0 19 28
205 2522.449297966077 Speculator noisy 0.6992765020190972 0.39654391741648937 0 0 9 21
206 2096.1014246399304 Speculator noisy 0.5565747333623595 0.5669388534707371 0 0 12 22
207 0 Creator none 0 0 0 20 15 89
208 1865.373509695142 Speculator noisy 0.5831413791422396 0.5370152274481199 0 0 12 22
209 1713.2161251337375 Speculator fundy 0.14559505971895556 0.13266521689802896 0.15035394267541985 0 14 25
210 4281.815219648787 Utilizer charty 0.397038035086425 0.2520539633684605 0 0 9 29
211 5245.365946053968 Utilizer charty 0.3944504705138947 0.18173428860680682 0 0 15 36
212 4676.800680941847 Utilizer charty 0.4458204757300765 0.41961824392965097 0 0 12 40
213 2065.688070026586 Speculator charty 0.3816095999455249 0.22349669979075712 0 0 14 26
214 9604.064579353351 Investor fundy 0.1740147879802431 0.170948018495648 0.250185887201547 0 15 63
215 2055.738987666144 Speculator noisy 0.6777517465660492 0.535220067515725 0 0 18 26
216 2066.240443787389 Speculator charty 0.4794493567364561 0.3015154149804803 0 0 16 27
217 11614.853034444637 Investor fundy 0.23778843073331296 0.1805750421718353 0.17689141861874325 0 20 64
218 5353.116663217355 Utilizer charty 0.34798560743562074 0.2019374195984735 0 0 11 37
219 10487.584373545324 Investor fundy 0.2050151562283635 0.12988911759893537 0.18883480853052093 0 13 59
220 2072.330034432975 Speculator noisy 0.4385716781806811 0.5355144033432253 0 0 20 28
221 0 Creator none 0 0 0 21 17 85
222 0 Creator none 0 0 0 22 18 86
223 2278.5197035992805 Speculator noisy 0.4945833719190114 0.4757554862710086 0 0 13 24
224 4522.689338872235 Utilizer charty 0.396576987277447 0.31005233501558993 0 0 9 31
225 1758.6115491103842 Speculator noisy 0.5135173758889632 0.4662980661668502 0 0 11 24
226 1210.6171164063298 Speculator noisy 0.7153647669688574 0.44815343148103703 0 0 11 19
227 10195.020202743592 Investor fundy 0.21871069538566354 0.17399755097049144 0.23299781732834193 0 13 64
228 1806.8607002751291 Speculator noisy 0.5852007507001608 0.51399274430283 0 0 10 21
229 6517.804066869698 Utilizer charty 0.3276189054305205 0.24165755757946894 0 0 12 32
230 1856.8544567259676 Speculator fundy 0.20316018290265003 0.14322781907573148 0.2503359562926484 0 12 22
231 11319.654882702116 Investor fundy 0.19408423058349042 0.14766230853762005 0.18697235046974817 0 15 66
232 1825.6932987609223 Speculator charty 0.43420301618749313 0.3736877294302774 0 0 11 25
233 4761.626119729265 Utilizer charty 0.4921454715987842 0.38430608697963914 0 0 12 32
234 4432.19815048495 Utilizer charty 0.37013329740736334 0.3001034167950754 0 0 12 31
235 9350.112661510018 Investor charty 0.4628945295422128 0.2394145434423961 0 0 20 69
236 2470.4380850592524 Speculator noisy 0.5830406570845836 0.4726388912539808 0 0 18 32
237 5744.185329055224 Utilizer fundy 0.21215405567360937 0.15764643135441161 0.2718016425554724 0 16 35
238 10130.817306538398 Investor fundy 0.17432757479128866 0.18869697164887597 0.1889597710665461 0 19 67
239 10859.52369302598 Investor fundy 0.23172199560039125 0.12960839831688142 0.16265986799495336 0 11 56
240 10173.529481272286 Investor fundy 0.25411968857877937 0.14754354360482447 0.2371917134744733 0 17 63
241 10485.457175323494 Investor fundy 0.1888968093491996 0.16998216042556186 0.2329318282749719 0 9 55
242 5100.101010934727 Utilizer fundy 0.1440446395074812 0.11922915512681084 0.2606364339418424 0 14 38
243 5199.307152826189 Utilizer charty 0.3327161325384106 0.566466973806957 0 0 12 34
244 0 Creator none 0 0 0 23 9 79
245 1783.2056716992724 Speculator noisy 0.4163635903082775 0.5228499279992279 0 0 17 27
246 1156.153977343235 Speculator noisy 0.5320818768396498 0.48231349559267955 0 0 15 27
247 9228.73031804372 Investor fundy 0.1473605697111595 0.12882413535807208 0.09452391073376627 0 16 61
248 5594.2797539880685 Utilizer charty 0.3513514765985731 0.3926367627448908 0 0 16 41
249 4227.28428675369 Utilizer charty 0.45343813527760113 0.30846848482550454 0 0 16 34
250 4004.5253433455155 Utilizer charty 0.3072993842510954 0.42356914192682327 0 0 19 44
251 1872.4572891396786 Speculator noisy 0.5015730605990772 0.43168051108858235 0 0 31 43
252 4178.597941095971 Utilizer fundy 0.1992692394843141 0.1466358124029672 0.18853062279894067 0 23 47
253 10989.826338189354 Investor fundy 0.1987599162067561 0.1926938272791273 0.18025425611203746 0 26 70
254 2180.525223031528 Speculator noisy 0.6548175734219434 0.6645841678222577 0 0 22 34
255 0 Creator none 0 0 0 24 21 88
256 4502.422066546954 Utilizer charty 0.46518393966637683 0.23153577216382482 0 0 27 46
257 4574.107354851257 Utilizer charty 0.44817395862218984 0.5396721862292996 0 0 27 47
258 5332.763123237888 Utilizer charty 0.41783315304897434 0.3208344472936856 0 0 22 49
259 1872.0316105985328 Speculator noisy 0.45258339533478276 0.48716931519444934 0 0 32 44
260 0 Creator none 0 0 0 25 26 97
261 2031.0331101805273 Speculator noisy 0.5240074951291747 0.4568060198203981 0 0 21 33
262 2215.0461175339224 Speculator noisy 0.546339652841883 0.6392397083108493 0 0 25 39
263 4036.1685948510185 Utilizer charty 0.32427348173258685 0.4496737080971005 0 0 28 53
264 9811.889649178855 Investor fundy 0.18523762512060293 0.1260290458103671 0.17479365698105181 0 27 71
265 6121.137391372298 Utilizer charty 0.43974637118504484 0.20001238145567377 0 0 26 49
266 2415.109143526306 Speculator noisy 0.5519156227139489 0.546406387113028 0 0 26 36
267 11581.321429515836 Investor fundy 0.17807992655704732 0.16185358754339615 0.2336731203056214 0 29 76
268 4935.743503230667 Utilizer charty 0.341657890401002 0.43599896391914034 0 0 24 43
269 1553.814882948287 Speculator noisy 0.4878546351280908 0.457460618289481 0 0 24 38
270 3750.3893852520655 Utilizer charty 0.4187173920453038 0.3351070249618552 0 0 30 55
271 5336.334170794407 Utilizer charty 0.4307485761714762 0.2514222118450538 0 0 25 52
272 5627.4933334017205 Utilizer charty 0.4173646568151371 0.3769393659908082 0 0 25 49
273 9255.939105627076 Investor charty 0.40259964663881864 0.4855291136817588 0 0 31 74
274 4927.94572972433 Utilizer charty 0.4087884382575683 0.44970108623206984 0 0 22 44
275 1771.584178945874 Speculator fundy 0.2474970638673923 0.2220398546285977 0.07108101613181037 0 29 41
276 5524.050894646301 Utilizer charty 0.3514900155448635 0.3939634240015901 0 0 30 53
277 2341.2382184683493 Speculator noisy 0.6464430054485302 0.5643373221468878 0 0 27 39
278 1919.1136206754459 Speculator noisy 0.5514331123718718 0.5353725140116603 0 0 26 39
279 10586.300507374226 Investor fundy 0.22748978308640141 0.24562042532910394 0.2117933505644409 0 24 71
280 5413.172997247557 Utilizer charty 0.4372735249124477 0.35626260341926236 0 0 26 51
281 4749.207769269956 Utilizer charty 0.41911626465190127 0.34271598780408286 0 0 32 57
282 0 Creator none 0 0 0 26 22 87
283 4514.232631949505 Utilizer charty 0.4686833029970032 0.29343659868735794 0 0 25 52
284 0 Creator none 0 0 0 27 23 94
285 5014.787511997737 Utilizer charty 0.4418062292978546 0.3886379945254377 0 0 30 48
286 5814.363322783744 Utilizer charty 0.4483860287145939 0.2524745756461939 0 0 27 55
287 5249.649720267174 Utilizer charty 0.35720854475623026 0.3667093587377805 0 0 31 52
288 10832.456497867262 Investor fundy 0.17882580199957887 0.1018929858136553 0.17414010912572483 0 25 72
289 1868.8661968744243 Speculator noisy 0.5944348352036968 0.40145451980126 0 0 28 40
290 9046.90428744355 Investor fundy 0.20819807073278768 0.22294885555153887 0.15028468194136257 0 30 70
291 0 Creator none 0 0 0 28 27 99
292 1982.2604896830564 Speculator noisy 0.5582883900091566 0.48600764331569063 0 0 30 41
293 4932.362585753288 Utilizer charty 0.3507621729884351 0.3246477910440517 0 0 27 48
294 2005.4262185499858 Speculator noisy 0.5919397067549154 0.5595334343960178 0 0 24 39
295 1909.8903175709263 Speculator noisy 0.3637910593670043 0.4231571319262135 0 0 26 40
296 1822.8683523166453 Speculator noisy 0.4542067336982233 0.5484491658129771 0 0 30 43
297 1538.5665491759569 Speculator charty 0.3490753731455849 0.5508848443198193 0 0 22 37
298 5193.127200589681 Utilizer charty 0.37319641306156226 0.43622989014977387 0 0 32 61
299 1611.8380735569901 Speculator noisy 0.7830575040967762 0.4844802984923488 0 0 30 39
300 5132.0257553972 Utilizer charty 0.3735430739090531 0.3699082984545086 0 0 25 49
301 8788.983835869387 Investor fundy 0.22215249659782918 0.08178772122438144 0.2637681115631795 0 21 62
302 2037.365545605135 Speculator noisy 0.6185809118073246 0.5413076746423497 0 0 30 42
303 2187.899953683036 Speculator noisy 0.5427060003499539 0.5303063148559737 0 0 25 41
304 9322.962410197868 Investor charty 0.3992323973129686 0.44451864522630324 0 0 23 71
305 5004.739623705581 Utilizer charty 0.35999576189470417 0.37053598301981966 0 0 23 43
306 0 Creator none 0 0 0 29 22 87
307 9792.46144537462 Investor fundy 0.16987018175343416 0.07433963138446217 0.23974336658291548 0 31 81
308 10717.951086794448 Investor fundy 0.1793018739649079 0.16166186852940098 0.2269833238782798 0 28 74
309 2209.3786548505996 Speculator charty 0.3762314370488036 0.37463495356019044 0 0 31 42
310 2624.3657004368592 Speculator noisy 0.5483526115169084 0.5996206582255329 0 0 22 32
311 1836.9809374722333 Speculator noisy 0.448909880051061 0.46009238698076244 0 0 31 44
312 2017.4207658090163 Speculator noisy 0.5026694498350794 0.48728067058012975 0 0 25 35
313 9234.718028340929 Investor fundy 0.19068459397247098 0.19738444628427232 0.13579050377633778 0 23 70
314 2188.1553107577456 Speculator noisy 0.6098023014614047 0.450032944113709 0 0 24 34
315 2065.224564938652 Speculator charty 0.42771132003888135 0.4016613799617102 0 0 21 34
316 1656.4004385089465 Speculator noisy 0.7169158650375538 0.4157328514988554 0 0 25 37
317 2273.6655180647317 Speculator fundy 0.17420095871859204 0.16306360687094806 0.19666660086381893 0 32 45
318 2115.849862767511 Speculator noisy 0.6814625246897553 0.6732594419881142 0 0 23 35
319 2469.308245447575 Speculator noisy 0.5465803235566731 0.4324825253983347 0 0 29 41
