AgentID,PurposeCategory,StrategyType,Liquidity,Holdings_1,Holdings_2,RiskAppetite,ProActiveness,IntelligenceGap,OwnTokenId,DayOfBirth,DayOfPassing,NumTermsForeseen_Fundy,DailyWeights4MvngAvg_Charty_1,DailyWeights4MvngAvg_Charty_2,DailyWeights4MvngAvg_Charty_3
32,Investor,fundy,10447.6454535247,0,0,12.8267051892815,10.2534580093243,15.0360853130156,32,1,49,19,3,6,8
33,Investor,fundy,9480.52143201741,0,0,21.4330308639587,12.6528233840515,20.2394081406104,33,1,49,17,3,6,8
34,Investor,fundy,9208.55919325034,0,0,18.2915130210607,13.0074117156102,15.4000182117772,34,1,49,18,3,6,8
35,Investor,fundy,9672.41525609408,0,0,22.0035476955935,19.5675250445387,22.4879925656548,35,1,49,19,3,6,8
36,Investor,fundy,11100.6247774167,0,0,22.6234494023107,15.82716577323,15.8905488116977,36,1,49,24,3,6,8
37,Investor,fundy,9569.67433912327,0,0,21.0125231169358,17.8583117526368,22.295683167174,37,1,49,11,3,6,8
38,Investor,fundy,10797.4661077247,0,0,20.5885206228032,17.5035851795684,17.4851466498181,38,1,49,16,3,6,8
39,Investor,noisy,10588.7747230941,0,0,66.7826726076206,52.2977472982952,0,39,1,49,0,3,6,8
40,Investor,fundy,9981.41952007592,0,0,18.1736157440908,14.8671890940111,18.0539232349658,40,1,49,14,3,6,8
41,Investor,fundy,9212.58298510155,0,0,20.1224534653885,13.961718674282,14.7894720384054,41,1,49,15,3,6,8
42,Investor,fundy,10369.0336816046,0,0,23.4283006660879,16.6282898390819,13.6982846202756,42,1,49,19,3,6,8
43,Investor,fundy,10345.0945297283,0,0,19.8491737949756,15.1753428105365,31.1641511088381,43,1,49,23,3,6,8
44,Investor,fundy,8780.87563518335,0,0,23.4466467523761,14.6926184060935,6.21990725412447,44,1,49,23,3,6,8
45,Investor,fundy,10777.4435679445,0,0,19.3060171669727,18.383077592495,27.2083469054055,45,1,49,16,3,6,8
46,Investor,fundy,9975.70644541022,0,0,20.7381612661255,14.9747445605266,14.502392309102,46,1,49,22,3,6,8
47,Investor,fundy,9313.03983216859,0,0,21.8365694446261,14.9983410984918,11.857482319725,47,1,49,17,3,6,8
48,Investor,fundy,7644.92638310311,0,0,21.6556957457116,14.8655699670449,19.1433243692614,48,1,49,18,3,6,8
49,Investor,fundy,11491.3720304542,0,0,18.4911680463918,15.1601425582489,10.6420165648299,49,1,49,19,3,6,8
50,Investor,fundy,10516.3557199464,0,0,18.3630915139581,12.5993571636454,26.1272127542995,50,1,49,22,3,6,8
51,Investor,charty,10097.386804444,0,0,34.0574895235343,43.1073945124946,0,51,1,49,0,3,6,8
52,Investor,fundy,10848.8271199844,0,0,19.7270066996922,21.2345646123974,21.0846562503571,52,1,49,21,3,6,8
53,Investor,fundy,10644.978784841,0,0,21.2764797560559,9.51890746569317,17.0603151844916,53,1,49,17,3,6,8
54,Investor,fundy,10141.8787793176,0,0,27.3171452080165,24.9291516227534,27.5010014770834,54,1,49,18,3,6,8
55,Investor,fundy,9803.84458838441,0,0,16.5689590713067,8.07259788914608,8.80864152842734,55,1,49,17,3,6,8
56,Investor,fundy,10427.8544471569,0,0,16.4615304226372,6.6251798712362,15.4776628064379,56,1,49,21,3,6,8
57,Investor,fundy,9445.67391579711,0,0,12.1775192493269,8.31589784910351,12.5818357363652,57,1,49,15,3,6,8
58,Investor,fundy,10770.6531029384,0,0,20.0347445380313,14.2957266354015,14.4598450596433,58,1,49,16,3,6,8
59,Investor,fundy,8509.18878915304,0,0,22.4004978100987,15.4129148286492,28.1130064285511,59,1,49,17,3,6,8
60,Investor,fundy,9657.51519565844,0,0,22.3645091125209,14.8612471662574,29.3292421945408,60,1,49,16,3,6,8
61,Investor,fundy,12091.9918608107,0,0,22.3739013827229,7.92071199060459,21.3436629098,61,1,49,17,3,6,8
62,Investor,fundy,8986.90157841043,0,0,17.4685511735501,12.125657400482,25.3507646374965,62,1,49,19,3,6,8
63,Investor,fundy,9983.53837994833,0,0,20.4724786653555,11.0537984785521,17.3188077230435,63,1,49,20,3,6,8
64,Investor,fundy,9483.6096719503,0,0,17.3679020382998,13.7994447317502,24.7321945617292,64,1,49,12,3,6,8
65,Investor,fundy,10381.7369816416,0,0,16.5866381736859,12.1248562259082,17.3810912404852,65,1,49,17,3,6,8
66,Investor,fundy,10543.7031535128,0,0,21.5668539103463,19.1953683244726,25.8325695286859,66,1,49,15,3,6,8
67,Investor,fundy,10266.0955939102,0,0,25.0135397307267,15.9645812164457,23.4120479752678,67,1,49,17,3,6,8
68,Investor,fundy,8575.02911949422,0,0,18.9522130615513,23.0946435275245,13.6641877652286,68,1,49,13,3,6,8
69,Investor,charty,10854.2719976891,0,0,42.1894164582738,24.7573812204941,0,69,1,49,0,3,6,8
70,Investor,fundy,11161.8369250537,0,0,24.5340169663127,13.2883379324574,26.4548337021128,70,1,49,24,3,6,8
71,Investor,fundy,10429.2817371404,0,0,17.9777033635935,12.7661586895625,20.3759465245256,71,1,49,22,3,6,8
72,Investor,fundy,9797.36683639243,0,0,17.5551680816054,12.9451626560252,21.523173405715,72,1,49,19,3,6,8
73,Investor,fundy,9788.30081076889,0,0,17.205645560379,14.4056599949862,22.5876915442947,73,1,49,13,3,6,8
74,Investor,fundy,9481.11739868727,0,0,21.315591972961,18.6775634586263,22.8317897298499,74,1,49,22,3,6,8
75,Investor,fundy,9778.88403912079,0,0,23.8434525402742,21.0533704778108,21.2758828096727,75,1,49,20,3,6,8
76,Investor,fundy,11799.8021694513,0,0,19.234382963757,15.0499716463407,14.0782805540998,76,1,49,19,3,6,8
77,Investor,fundy,11248.6757603913,0,0,18.1748334491604,10.7365722920828,20.2480695215607,77,1,49,19,3,6,8
78,Investor,fundy,8812.40688552937,0,0,20.6167217241964,20.0183171397314,12.3959704147529,78,1,49,21,3,6,8
79,Investor,fundy,9113.60454325514,0,0,17.0903701560666,14.0458646494494,18.1066915750168,79,1,49,19,3,6,8
80,Investor,fundy,11331.4397792241,0,0,20.7836680742769,13.4046671698484,15.3689143162433,80,1,49,15,3,6,8
81,Investor,fundy,11281.0443115685,0,0,19.2517227657816,10.8092598480386,24.1423559186092,81,1,49,19,3,6,8
82,Investor,fundy,9331.53821119759,0,0,21.1837565530882,19.3280874858145,21.8248684070551,82,1,49,12,3,6,8
83,Investor,fundy,11783.1294868625,0,0,18.3983993731984,13.8691136953058,21.761771771453,83,1,49,12,3,6,8
84,Investor,charty,12199.1501344169,0,0,35.958301937471,21.8316682318449,0,84,1,49,0,3,6,8
85,Investor,fundy,8863.43237856467,0,0,24.0959564746209,13.2507447721979,23.6791393048229,85,1,49,17,3,6,8
86,Investor,fundy,9935.19805888184,0,0,19.4938094646325,10.7153148395401,14.9041696400966,86,1,49,14,3,6,8
87,Investor,fundy,10259.5427481262,0,0,19.3677640439435,10.6852052805496,24.3683237176174,87,1,49,19,3,6,8
88,Investor,fundy,10621.9280112451,0,0,20.2623862056512,19.4551708713269,23.2442271251388,88,1,49,24,3,6,8
89,Investor,fundy,10530.7877856202,0,0,23.6670651681246,13.2395183591691,21.3606712828106,89,1,49,15,3,6,8
90,Investor,fundy,10627.9763822873,0,0,17.5425154830476,13.9959153898892,15.5375402656782,90,1,49,22,3,6,8
91,Investor,fundy,9645.27588722368,0,0,16.2782429887674,18.607416707553,15.427761639867,91,1,49,17,3,6,8
92,Investor,fundy,10019.9070224179,0,0,18.5367616934315,17.673033537771,28.955171738876,92,1,49,23,3,6,8
93,Investor,charty,11160.9777261169,0,0,37.2362059062183,30.1601686864194,0,93,1,49,0,3,6,8
94,Investor,fundy,10866.8197509109,0,0,17.616246666801,16.8867602612424,16.2264253620419,94,1,49,17,3,6,8
95,Investor,fundy,10526.6436733662,0,0,14.9723008272188,15.1319894256486,20.2452754130299,95,1,49,18,3,6,8
96,Investor,fundy,9452.89845710725,0,0,23.1284223325552,16.2928439013848,25.0731172947094,96,1,49,17,3,6,8
97,Investor,fundy,10220.0639482353,0,0,17.0123344502439,22.0951451836663,26.4377692763566,97,1,49,17,3,6,8
98,Investor,fundy,10636.0326292636,0,0,18.1228393705024,18.9543365205589,20.3900023660559,98,1,49,24,3,6,8
99,Investor,fundy,10551.0474574923,0,0,18.9608906749457,14.8087366304659,19.3514073381445,99,1,49,18,3,6,8
100,Investor,fundy,10394.3665154131,0,0,18.8317034521841,11.9043423844418,21.622722332481,100,1,49,20,3,6,8
101,Investor,fundy,11618.1254419802,0,0,19.9110144789429,19.5208678832627,19.4300789722717,101,1,49,20,3,6,8
102,Investor,charty,8554.45853729009,0,0,24.0261140157861,19.7243090875928,0,102,1,49,0,3,6,8
103,Investor,fundy,8575.4815246451,0,0,18.992654251291,6.45588927821133,16.9004063916118,103,1,49,18,3,6,8
104,Investor,fundy,11154.0888342113,0,0,19.5205535353266,15.441987984603,12.5188192417968,104,1,49,17,3,6,8
105,Investor,fundy,10616.0624544033,0,0,19.0405087679099,22.806963664347,14.1117101971687,105,1,49,20,3,6,8
106,Investor,fundy,10873.8366638652,0,0,16.2626477611792,19.5922437725581,23.3776102664362,106,1,49,20,3,6,8
107,Investor,fundy,11279.598907875,0,0,17.7851436092285,15.0657508287515,23.6626381884608,107,1,49,21,3,6,8
108,Investor,fundy,11162.7543049208,0,0,16.5719440409204,16.9236619527869,19.0193679104067,108,1,49,19,3,6,8
109,Investor,fundy,8822.5666824744,0,0,21.3023098744563,21.110074120766,22.181556580516,109,1,49,21,3,6,8
110,Investor,fundy,8958.3661280917,0,0,21.2733485155562,11.0066422548313,12.2764277913401,110,1,49,21,3,6,8
111,Investor,fundy,9569.11915783454,0,0,28.3420801038052,17.5168755946652,18.8273465016809,111,1,49,16,3,6,8
112,Investor,fundy,10040.2354477232,0,0,22.6287581165788,12.5859799251041,14.9265697444369,112,1,49,21,3,6,8
113,Investor,fundy,9284.70971071703,0,0,22.7911498723899,14.4873251740426,10.7393299845219,113,1,49,15,3,6,8
114,Investor,fundy,10549.0680795687,0,0,16.8904429502594,15.7404565706429,19.286073014188,114,1,49,18,3,6,8
115,Investor,fundy,12241.6733570648,0,0,17.8063417551199,12.974027040372,20.4433786946462,115,1,49,14,3,6,8
116,Investor,noisy,11131.9131706972,0,0,48.7425174250801,57.0360357051621,0,116,1,49,0,3,6,8
117,Investor,charty,9415.55558982318,0,0,40.8532612554659,41.8741737251963,0,117,1,49,0,3,6,8
118,Investor,fundy,8779.72479688771,0,0,16.0484869766208,19.4505407617534,22.7189010913008,118,1,49,18,3,6,8
119,Investor,fundy,11735.9878200946,0,0,22.0052366890494,17.6242570894232,20.57375528166,119,1,49,20,3,6,8
120,Investor,charty,10262.4759867634,0,0,31.2429831931749,54.5759890416754,0,120,1,49,0,3,6,8
121,Investor,fundy,10359.4756387079,0,0,18.9835694212479,8.2342140684976,24.844916857001,121,1,49,12,3,6,8
122,Investor,fundy,8401.63678865807,0,0,18.1082626368098,21.1431562399993,12.0545300490441,122,1,49,18,3,6,8
123,Investor,fundy,10090.6399579187,0,0,18.7379937048526,17.8947309912624,23.9958755452893,123,1,49,14,3,6,8
124,Investor,charty,11012.7879540971,0,0,27.7138040455911,46.7659452528266,0,124,1,49,0,3,6,8
125,Investor,fundy,10467.8382100319,0,0,20.045645445407,17.2553256485779,22.3517990936939,125,1,49,15,3,6,8
126,Investor,fundy,9106.15287812654,0,0,17.3804237328206,12.2871610595064,16.2630931300584,126,1,49,19,3,6,8
127,Investor,fundy,9986.59983371291,0,0,16.0389210961173,18.6385720994958,17.3501437357262,127,1,49,19,3,6,8
128,Investor,fundy,9259.63744066829,0,0,21.9088761603796,7.78926750128276,20.654397651108,128,1,49,19,3,6,8
129,Investor,fundy,9482.56330198133,0,0,14.8786654218526,15.8411047835641,18.3021632731949,129,1,49,17,3,6,8
130,Investor,fundy,10252.2850530054,0,0,18.844359232309,11.1014564627549,19.1985268605284,130,1,49,19,3,6,8
131,Investor,fundy,9929.06258603858,0,0,21.5439385801242,9.4062591354645,18.1398869374282,131,1,49,16,3,6,8
132,Investor,fundy,9266.53266752275,0,0,23.3190163892787,13.3598072689825,15.5549537896913,132,1,49,19,3,6,8
133,Investor,fundy,9869.3807421208,0,0,18.3476666728065,13.2712783737091,17.2458426952827,133,1,49,14,3,6,8
134,Investor,fundy,11372.3785095341,0,0,24.3237294266197,9.736324564558,13.2558586673594,134,1,49,18,3,6,8
135,Investor,fundy,9542.16686990181,0,0,20.6752244557844,21.0359364453792,19.4961608892348,135,1,49,16,3,6,8
136,Investor,fundy,9223.96547358865,0,0,24.4736953610967,22.7384535871103,21.1186743059887,136,1,49,14,3,6,8
137,Investor,fundy,10451.2417018755,0,0,25.1304136837301,17.004048501698,14.9369074684123,137,1,49,17,3,6,8
138,Investor,fundy,9196.80716219139,0,0,14.9056648826359,11.1342837234641,21.8223384879029,138,1,49,21,3,6,8
139,Investor,fundy,10570.2355161864,0,0,18.4371747234458,15.8821060888998,26.6000498387841,139,1,49,18,3,6,8
140,Investor,fundy,9791.39820302745,0,0,24.9038006335461,18.0134554578429,31.9266388051759,140,1,49,24,3,6,8
141,Investor,fundy,8760.92537898261,0,0,24.9307358550394,16.0810096656486,10.1748461933319,141,1,49,19,3,6,8
142,Investor,fundy,11549.1335415642,0,0,16.4815990895857,11.8306366568515,22.0801116144375,142,1,49,14,3,6,8
143,Investor,charty,8157.74718934774,0,0,41.530649321584,33.8782867466832,0,143,1,49,0,3,6,8
144,Investor,fundy,11716.6592006558,0,0,22.9321434452435,14.0631678292926,22.0172238691046,144,1,49,16,3,6,8
145,Investor,fundy,9751.43603870186,0,0,16.8560721361523,20.3996781065223,13.3359840672093,145,2,50,19,3,6,8
146,Investor,fundy,10354.5257105156,0,0,18.9397068867293,11.9467078382003,16.2380867859573,146,2,50,15,3,6,8
147,Investor,fundy,8822.12016203832,0,0,23.5453771452503,17.1666107303746,21.8518659481094,147,2,50,17,3,6,8
148,Investor,charty,10687.6604347776,0,0,36.9805271550148,33.0635651130591,0,148,2,50,0,3,6,8
149,Investor,charty,9371.67774952044,0,0,34.4740705905857,59.9260393356899,0,149,2,50,0,3,6,8
150,Investor,fundy,11528.8399686044,0,0,23.9116641191424,10.1943819446964,21.805671920935,150,2,50,17,3,6,8
151,Investor,fundy,10110.3754903555,0,0,27.3552683316694,18.2284027025143,14.2027581146303,151,2,50,19,3,6,8
152,Investor,fundy,10660.2584667782,0,0,20.1207518996456,19.5064786106539,20.0325182520824,152,2,50,17,3,6,8
153,Investor,fundy,9182.95889416533,0,0,18.5135335970803,13.2728822503073,28.2606070003594,153,2,50,11,3,6,8
154,Investor,fundy,7798.17223106114,0,0,17.8094634486301,17.3288499501818,19.0366975183282,154,2,50,14,3,6,8
155,Investor,fundy,8734.5197158268,0,0,17.9834376158966,16.4497208192682,28.9722189369445,155,2,50,16,3,6,8
156,Investor,fundy,9738.01955607629,0,0,22.1617873187203,16.4230703346204,17.5155535644188,156,2,50,16,3,6,8
157,Investor,fundy,8501.84609487678,0,0,16.0615787489644,15.1449575141463,22.3329804669787,157,2,50,17,3,6,8
158,Investor,fundy,9892.12240174312,0,0,18.2480257130114,18.3615964729757,16.0838561547094,158,2,50,23,3,6,8
159,Investor,fundy,9631.16745730297,0,0,14.9344374186848,20.6043772977227,20.1386395390338,159,2,50,17,3,6,8
160,Investor,fundy,9373.61409679897,0,0,14.2730781559482,9.6608209712291,24.5862329580587,160,2,50,20,3,6,8
161,Investor,fundy,10708.2571088945,0,0,15.3499772933149,22.5993695686923,17.3145250530614,161,2,50,14,3,6,8
162,Investor,fundy,7687.36158011895,0,0,19.8925527530267,13.7019310361938,25.3098515454412,162,2,50,20,3,6,8
163,Investor,fundy,10669.5114062917,0,0,16.5105226210855,9.40522772754103,22.1847625434812,163,2,50,19,3,6,8
164,Investor,fundy,9569.93095516861,0,0,12.9077712312642,11.7034694954575,17.8333868640256,164,2,50,15,3,6,8
165,Investor,fundy,9023.23616990694,0,0,20.9697053226769,13.0047663823088,11.2883640460168,165,2,50,20,3,6,8
166,Investor,charty,10595.0183584794,0,0,37.732255248416,23.7474093782648,0,166,2,50,0,3,6,8
167,Investor,fundy,11216.6869453251,0,0,17.1337917875555,20.6006699183147,21.6405441169797,167,2,50,13,3,6,8
168,Investor,fundy,10645.4675143947,0,0,17.5533261341,21.0205435095573,21.4985376721915,168,2,50,24,3,6,8
169,Investor,fundy,10170.8089072427,0,0,19.9483518631779,16.0583399903356,23.2450793309063,169,2,50,18,3,6,8
170,Investor,fundy,9346.244466834,0,0,16.8634675054443,15.728497557766,16.0489148339709,170,2,50,17,3,6,8
171,Investor,fundy,9628.69116272404,0,0,18.4542946569785,13.2186075558981,19.2918537191312,171,2,50,13,3,6,8
172,Investor,fundy,9695.25539652915,0,0,24.0002242243816,19.9236952034321,22.0983968785781,172,2,50,18,3,6,8
173,Investor,fundy,8160.97965179142,0,0,26.5604116310026,14.0264513572685,14.7412119595528,173,2,50,12,3,6,8
174,Investor,fundy,9062.1011608791,0,0,23.5692851682491,16.2276274607005,21.0631951246147,174,2,50,18,3,6,8
175,Investor,fundy,10483.8009047985,0,0,13.9187989328508,9.13171396273544,13.6136795288845,175,2,50,19,3,6,8
176,Investor,fundy,10692.3873007834,0,0,20.0223461838906,10.3849370713237,15.4025849355357,176,2,50,17,3,6,8
177,Investor,charty,12137.4695116711,0,0,32.785528152026,44.0488475898297,0,177,2,50,0,3,6,8
178,Investor,fundy,9401.77434611871,0,0,22.3762233787205,20.9205556763501,16.8859810654861,178,2,50,21,3,6,8
179,Investor,fundy,10750.9243855923,0,0,20.3318290954706,21.9741794664609,13.5159353122415,179,2,50,19,3,6,8
180,Investor,fundy,10337.1124635632,0,0,20.0146903531309,20.6883758344386,13.3151848608787,180,2,50,16,3,6,8
181,Investor,fundy,10649.1625853389,0,0,19.6260343729558,10.7616826954563,21.688053352825,181,2,50,16,3,6,8
182,Investor,fundy,9912.56821478273,0,0,12.7460718562113,11.0888583756195,24.0681993320712,182,2,50,22,3,6,8
183,Investor,fundy,9117.64675071444,0,0,23.6921094810334,16.0071546256453,14.4278639085776,183,2,50,13,3,6,8
184,Investor,noisy,11966.7351066196,0,0,54.3774235860741,44.8300499077203,0,184,2,50,0,3,6,8
185,Investor,charty,9457.04847930959,0,0,35.9006940263576,36.6486782062746,0,185,2,50,0,3,6,8
186,Investor,fundy,9488.41104664578,0,0,20.856336403105,20.1896820847515,21.367774917356,186,2,50,16,3,6,8
187,Investor,fundy,10282.3441561162,0,0,18.0979254451103,8.6897043758363,18.9385945425273,187,2,50,16,3,6,8
188,Investor,fundy,11223.8132090716,0,0,18.7478745095614,23.1749621190071,11.3057777987061,188,2,50,16,3,6,8
189,Investor,fundy,10129.7275930542,0,0,19.4103067607487,19.5435287451815,16.7514194166146,189,2,50,19,3,6,8
190,Investor,fundy,11274.3966858636,0,0,23.1042736509666,19.7590463413733,21.1366823182928,190,2,50,13,3,6,8
191,Investor,fundy,10670.2703974166,0,0,14.290713371341,14.2619713040512,20.7691766954823,191,2,50,16,3,6,8
192,Investor,charty,10243.6664531488,0,0,44.6191272031876,35.7797560818309,0,192,2,50,0,3,6,8
193,Investor,fundy,8672.40059584697,0,0,25.9837507751519,12.2208435611375,24.435492808326,193,2,50,17,3,6,8
194,Investor,fundy,8813.34386553765,0,0,17.5141038048611,16.3567456570684,14.0608991089451,194,2,50,20,3,6,8
195,Investor,fundy,10685.592081849,0,0,15.0704400331808,20.0322355739649,29.7248638995684,195,2,50,19,3,6,8
196,Investor,noisy,9162.31846153704,0,0,51.4378210077304,52.7177261553333,0,196,2,50,0,3,6,8
197,Investor,fundy,10930.9059093081,0,0,19.9646127114714,15.461610977555,22.1345525924993,197,2,50,16,3,6,8
198,Investor,fundy,11118.0193515073,0,0,19.4003419922089,9.6949712477688,23.5702617998198,198,2,50,19,3,6,8
199,Investor,fundy,9742.19621173766,0,0,20.9594043254908,6.8307593006632,8.65064532146197,199,2,50,17,3,6,8
200,Investor,fundy,10772.9043091893,0,0,22.3348729695198,15.4092482832014,20.5385715189933,200,2,50,13,3,6,8
201,Investor,charty,10728.0093221959,0,0,28.8416422312352,31.886447816942,0,201,2,50,0,3,6,8
202,Investor,fundy,8512.46174662663,0,0,17.9192527347789,11.7465739180118,19.5779749162917,202,2,50,12,3,6,8
203,Investor,fundy,10223.9676496917,0,0,16.4660945462238,26.2239997086223,22.5358348847011,203,2,50,15,3,6,8
204,Investor,fundy,7585.75541865217,0,0,18.5996451684688,17.0866325214993,18.331567000194,204,2,50,15,3,6,8
205,Investor,fundy,10292.8377777957,0,0,22.3353776324442,18.7192101492743,14.5608497773135,205,2,50,15,3,6,8
206,Investor,fundy,10231.3970526686,0,0,24.7016156786397,12.8126746082296,22.2384953955507,206,2,50,22,3,6,8
207,Investor,fundy,9895.49168439812,0,0,15.485847281353,11.1506508653211,23.1202969872262,207,2,50,20,3,6,8
208,Investor,charty,10688.202211381,0,0,31.3040626765399,11.7919244340057,0,208,2,50,0,3,6,8
209,Investor,fundy,10260.5986416766,0,0,25.2628399111247,16.6661305878302,11.927111098713,209,2,50,17,3,6,8
210,Investor,fundy,11529.7189965488,0,0,21.743512321279,13.4599762331662,17.0924577585622,210,2,50,22,3,6,8
211,Investor,fundy,10541.2521868686,0,0,21.2620805324097,16.1059383550519,16.8042759190506,211,2,50,15,3,6,8
212,Investor,noisy,10805.1124443212,0,0,70.8882068857175,52.1386357212496,0,212,2,50,0,3,6,8
213,Investor,fundy,13981.1643087651,0,0,21.9560396932826,18.211500873061,24.3973236283812,213,2,50,20,3,6,8
214,Investor,fundy,11027.7576778535,0,0,16.453746746615,17.5004376703933,25.0390113260252,214,2,50,17,3,6,8
215,Investor,fundy,8857.6502326192,0,0,19.0345256032065,13.6722187773606,19.6312509974328,215,2,50,15,3,6,8
216,Investor,fundy,9275.46701963828,0,0,18.8111918521144,15.2442886621143,26.3596156064108,216,2,50,24,3,6,8
217,Investor,charty,10465.1397137209,0,0,36.0459717551556,32.9599812464817,0,217,2,50,0,3,6,8
218,Investor,fundy,9712.95315994429,0,0,22.6484951649499,15.7713854152299,20.0406980866243,218,2,50,15,3,6,8
219,Investor,fundy,9874.99024948388,0,0,18.2819113465862,12.2682647702939,17.6370246490901,219,2,50,16,3,6,8
220,Investor,fundy,9817.19126020564,0,0,16.9105915534561,14.5696640794152,23.7822407945216,220,2,50,18,3,6,8
221,Investor,fundy,8994.42713596252,0,0,22.9447044723628,11.8136631973196,20.2756101667494,221,2,50,19,3,6,8
222,Investor,fundy,9991.19874318651,0,0,13.846784460279,19.7734288832531,14.9076457114778,222,2,50,15,3,6,8
223,Investor,fundy,10350.6398637467,0,0,12.3165669894337,16.9137625155592,10.7731673709815,223,2,50,20,3,6,8
224,Investor,fundy,9578.19067932713,0,0,16.8648272359992,4.87096877302024,13.1750719949141,224,2,50,12,3,6,8
225,Investor,fundy,11751.3160710426,0,0,18.6404780153441,15.1623065478264,9.89960310835373,225,2,50,20,3,6,8
226,Investor,fundy,8869.69643957214,0,0,18.2482347441145,16.3974617522584,21.7934036760655,226,2,50,22,3,6,8
227,Investor,fundy,10788.1792561383,0,0,13.9050448631391,8.85721171756039,23.2641232597981,227,2,50,18,3,6,8
228,Investor,charty,9234.28844067778,0,0,39.7848040590338,47.2864170097643,0,228,2,50,0,3,6,8
229,Investor,fundy,9908.42153802915,0,0,15.8695762330818,16.6683828403898,21.0835901673982,229,2,50,14,3,6,8
230,Investor,fundy,10490.7948284797,0,0,22.7410758694467,9.72332349733225,22.3592399730933,230,2,50,19,3,6,8
231,Investor,charty,9641.15401197709,0,0,40.9888948984536,49.0988485411953,0,231,2,50,0,3,6,8
232,Investor,fundy,10001.7062038848,0,0,19.4770587017466,9.42657753792223,15.7250534725934,232,2,50,22,3,6,8
