AgentID,PurposeCategory,StrategyType,Liquidity,Holdings_1,Holdings_2,RiskAppetite,ProActiveness,IntelligenceGap,OwnTokenId,DayOfBirth,DayOfPassing,NumTermsForeseen_Fundy,DailyWeights4MvngAvg_Charty_1,DailyWeights4MvngAvg_Charty_2,DailyWeights4MvngAvg_Charty_3
17,Speculator,charty,2461.06837046839,0,0,40.6507423386592,40.7941536843721,0,17,1,13,0,3,6,8
18,Speculator,noisy,2003.92137043449,0,0,61.4695627053598,47.001777477664,0,18,1,12,0,3,6,8
19,Speculator,charty,2187.14451124731,0,0,44.5101624822879,44.1665013367509,0,19,1,13,0,3,6,8
20,Speculator,charty,1542.57759195048,0,0,41.0246629865779,41.4324174171157,0,20,1,12,0,3,6,8
21,Utilizer,charty,4566.23099297618,0,0,37.6364509019274,48.0366817030291,0,21,1,22,0,3,6,8
22,Investor,fundy,9350.00557284973,0,0,22.9268514277194,14.2628005812746,23.2597380487682,22,1,49,21,3,6,8
23,Utilizer,charty,5432.19028501941,0,0,40.6073556843555,28.4494242072419,0,23,1,21,0,3,6,8
24,Speculator,charty,2260.4211329312,0,0,43.5914693782203,48.0775923442491,0,24,1,12,0,3,6,8
25,Utilizer,charty,4714.76310237697,0,0,38.1445582850969,45.1145840079286,0,25,1,25,0,3,6,8
26,Investor,fundy,9249.35305209008,0,0,17.6100417455374,12.2053475268027,25.8807241629793,26,1,46,11,3,6,8
27,Investor,fundy,9699.69889270668,0,0,18.9763346563937,12.8020332439449,24.0188371137295,27,1,50,20,3,6,8
28,Investor,charty,9764.58299884865,0,0,50.8051013849295,33.6166972372809,0,28,1,46,0,3,6,8
29,Creator,noisy,1544.94499699445,0,0,73.7887232273207,36.8612862375082,0,29,1,16,0,3,6,8
30,Speculator,noisy,2484.69506364893,0,0,78.2243139078393,44.4486038743299,0,30,1,13,0,3,6,8
31,Investor,fundy,9663.60141378094,0,0,21.2556211066507,26.9524544530588,20.447887086285,31,1,44,19,3,6,8
32,Investor,fundy,12285.856996936,0,0,21.8433370174896,15.2132039832609,19.1764007953132,32,1,47,19,3,6,8
33,Speculator,noisy,1651.70964925493,0,0,56.197185791928,41.3018938724986,0,33,1,8,0,3,6,8
34,Utilizer,charty,5963.33748675694,0,0,38.2112758443018,39.8649424040693,0,34,1,25,0,3,6,8
35,Utilizer,charty,4757.20523475271,0,0,41.4182751730625,32.3188576252284,0,35,1,25,0,3,6,8
36,Creator,noisy,1977.56500654461,0,0,66.4855993052596,44.3123558312797,0,36,1,13,0,3,6,8
37,Utilizer,charty,5542.40147822655,0,0,42.5714707799979,31.5309121681028,0,37,1,26,0,3,6,8
38,Speculator,noisy,2567.69495052695,0,0,53.3196868928927,48.0776597468499,0,38,1,9,0,3,6,8
39,Speculator,noisy,1959.11027758205,0,0,73.143190809753,38.1650426888904,0,39,1,14,0,3,6,8
40,Utilizer,noisy,4940.68411056466,0,0,63.204079105436,40.8526183940773,0,40,1,25,0,3,6,8
41,Utilizer,charty,4726.77146339503,0,0,30.747785219487,20.7544288042042,0,41,1,24,0,3,6,8
42,Investor,fundy,12712.9864982901,0,0,20.5338989246636,26.4010865201083,23.263942093824,42,1,47,19,3,6,8
43,Speculator,noisy,2116.9916951857,0,0,48.2704337774614,44.8229799116497,0,43,1,10,0,3,6,8
44,Speculator,noisy,1956.98444976121,0,0,82.5530034136015,53.6453280517215,0,44,1,15,0,3,6,8
45,Speculator,noisy,2148.31571141445,0,0,47.2520952984425,39.709909503068,0,45,1,12,0,3,6,8
46,Utilizer,noisy,4851.46615500727,0,0,74.6976876895118,52.0238972334837,0,46,1,25,0,3,6,8
47,Speculator,noisy,1675.9738645327,0,0,63.5899188775968,47.5805898841883,0,47,1,11,0,3,6,8
48,Investor,fundy,9227.91780115965,0,0,20.9099896046742,22.3889258956601,12.4788280031709,48,1,51,20,3,6,8
49,Speculator,noisy,2152.2935862442,0,0,65.830719654148,53.5953707566788,0,49,1,12,0,3,6,8
50,Speculator,charty,1863.40032335211,0,0,42.5258577996965,45.1524007923659,0,50,1,13,0,3,6,8
51,Speculator,noisy,2837.80009221637,0,0,45.3538511775481,51.001750114256,0,51,1,15,0,3,6,8
52,Speculator,noisy,2287.30423661842,0,0,64.1703479375939,56.4193017378936,0,52,1,20,0,3,6,8
53,Utilizer,charty,5592.59245978819,0,0,39.529506761913,28.5301619791586,0,53,1,28,0,3,6,8
54,Investor,fundy,9845.42196005574,0,0,16.1745140148758,11.0191478051467,17.2440423334208,54,1,44,17,3,6,8
55,Speculator,charty,2057.05552048185,0,0,35.4375888926729,35.9751096484667,0,55,1,12,0,3,6,8
56,Speculator,noisy,2078.85628129103,0,0,55.8758407539426,41.8334965011328,0,56,1,16,0,3,6,8
57,Utilizer,charty,4584.28425233724,0,0,40.5579038233651,42.0170886655064,0,57,1,20,0,3,6,8
58,Speculator,noisy,1965.09411982533,0,0,84.8258889558842,51.087746030208,0,58,1,13,0,3,6,8
59,Investor,fundy,10893.4358611968,0,0,20.6676685505152,14.9716125586183,11.6408835165635,59,1,47,22,3,6,8
60,Speculator,noisy,1951.60325150748,0,0,64.9815268934911,42.7984346037058,0,60,1,14,0,3,6,8
61,Investor,fundy,9211.04808784456,0,0,17.5128317513544,19.3224050786812,26.109600158116,61,1,49,18,3,6,8
62,Creator,noisy,2014.37726754538,0,0,49.6716106171623,56.034313534952,0,62,1,12,0,3,6,8
63,Investor,fundy,9121.91010202581,0,0,19.3682009776617,21.6050952470313,16.435644841706,63,1,53,21,3,6,8
64,Investor,charty,10806.423607774,0,0,37.3877698562059,25.9712715269168,0,64,1,54,0,3,6,8
65,Speculator,noisy,2263.23679463569,0,0,65.1411824716579,52.6221507546956,0,65,1,15,0,3,6,8
66,Utilizer,charty,4461.21950073216,0,0,38.9431866747492,30.4655281467265,0,66,1,24,0,3,6,8
67,Creator,noisy,1846.65453178401,0,0,64.4251978509427,39.6274108161304,0,67,1,16,0,3,6,8
68,Utilizer,charty,4589.95012202992,0,0,39.1041627545564,46.7198278067324,0,68,1,25,0,3,6,8
69,Creator,noisy,1659.40440725817,0,0,39.5019908388169,51.2027406208522,0,69,1,15,0,3,6,8
70,Creator,noisy,1827.30897961296,0,0,46.2267066333827,46.5564975424995,0,70,1,12,0,3,6,8
71,Speculator,noisy,1981.17672343858,0,0,62.6623582795253,49.1286328367332,0,71,1,13,0,3,6,8
72,Utilizer,charty,5530.48611350889,0,0,33.0089909056309,36.6354274264405,0,72,1,31,0,3,6,8
73,Utilizer,charty,4235.28596832829,0,0,39.1302977668773,44.2136553734879,0,73,1,23,0,3,6,8
74,Speculator,noisy,2010.91784363053,0,0,66.389052951418,49.0429132458274,0,74,1,17,0,3,6,8
75,Creator,charty,2197.39372720775,0,0,36.3089231748176,53.0011581872477,0,75,1,15,0,3,6,8
76,Creator,noisy,2210.95742196393,0,0,46.5198180298579,51.6666751449738,0,76,1,17,0,3,6,8
77,Utilizer,fundy,4798.68107847927,0,0,22.4365938648791,13.4766986866966,11.3891622124933,77,1,31,20,3,6,8
78,Investor,fundy,9707.13358263715,0,0,18.174139199773,6.00215457611068,22.5807853773389,78,1,50,21,3,6,8
79,Speculator,noisy,2424.19889654309,0,0,67.9228883155505,44.9981264778762,0,79,1,15,0,3,6,8
80,Utilizer,charty,4733.57376824182,0,0,40.3013036294407,38.4442741091105,0,80,1,23,0,3,6,8
81,Speculator,noisy,1836.61571385622,0,0,57.9977767121458,51.807474754846,0,81,1,13,0,3,6,8
82,Speculator,noisy,2044.84797743245,0,0,60.2730517329639,42.0083160358463,0,82,1,15,0,3,6,8
83,Utilizer,charty,4936.61455281232,0,0,37.5339463264833,19.555045733282,0,83,1,31,0,3,6,8
84,Speculator,noisy,2242.56034495102,0,0,70.4870322431758,52.9518127998619,0,84,1,12,0,3,6,8
85,Utilizer,charty,6248.58589374129,0,0,34.896900533611,24.3610904949674,0,85,1,23,0,3,6,8
86,Speculator,noisy,2196.60033295581,0,0,63.8122755522191,57.6455988127843,0,86,1,13,0,3,6,8
87,Utilizer,charty,4819.90535911376,0,0,50.233616532195,28.8656242645408,0,87,1,20,0,3,6,8
88,Utilizer,charty,4863.76200453069,0,0,34.274916606699,22.524669697259,0,88,1,28,0,3,6,8
89,Speculator,noisy,2429.04882191392,0,0,67.7994339559718,54.3949699597464,0,89,1,18,0,3,6,8
90,Utilizer,charty,4553.37181932709,0,0,40.0065152123235,24.4400476220798,0,90,1,21,0,3,6,8
91,Investor,fundy,9947.36146264028,0,0,21.6352405620607,23.6754321061303,28.4992792166131,91,1,53,21,3,6,8
92,Investor,charty,9123.60395023209,0,0,38.38851871555,41.5760507189346,0,92,1,48,0,3,6,8
93,Investor,fundy,9499.44541457041,0,0,21.1979569212357,16.0214213644839,17.1584195424909,93,1,52,20,3,6,8
94,Utilizer,charty,4835.32313188044,0,0,39.9277323321324,32.3722605443061,0,94,1,25,0,3,6,8
95,Speculator,noisy,2306.25869679281,0,0,74.0607743624706,46.8851704311153,0,95,1,9,0,3,6,8
96,Utilizer,charty,5419.10992322484,0,0,31.7646035595745,42.3479303824226,0,96,1,27,0,3,6,8
97,Utilizer,charty,5634.2715046702,0,0,36.6249620806291,59.0332135310563,0,97,1,25,0,3,6,8
98,Speculator,noisy,2167.77793607398,0,0,55.8097581016744,46.0319682821734,0,98,1,14,0,3,6,8
99,Speculator,noisy,1907.83340951628,0,0,59.3150691919854,45.0514228546089,0,99,1,13,0,3,6,8
100,Investor,fundy,9425.94288302112,0,0,17.4571517784653,13.7081455400271,21.9171619530396,100,1,51,19,3,6,8
101,Speculator,noisy,2370.12412439476,0,0,69.4847483856742,62.2790814070365,0,101,1,13,0,3,6,8
102,Investor,fundy,10891.9578263311,0,0,22.1961398759809,9.27726305750361,12.9478986397455,102,1,43,14,3,6,8
103,Creator,noisy,1914.74050233233,0,0,51.0534526783787,56.2717720198208,0,103,1,16,0,3,6,8
104,Speculator,charty,1960.42543489343,0,0,37.5029408656365,31.6425062765836,0,104,1,16,0,3,6,8
105,Creator,noisy,1977.7721187818,0,0,72.7470898276311,41.3359620833164,0,105,1,14,0,3,6,8
106,Speculator,charty,2281.32564539888,0,0,32.1388503786583,43.1521141343009,0,106,1,13,0,3,6,8
107,Utilizer,charty,5526.06463197448,0,0,34.1326580286319,47.0929760795318,0,107,1,24,0,3,6,8
108,Speculator,noisy,2266.4564816311,0,0,40.7578688638688,46.9539725663684,0,108,1,13,0,3,6,8
109,Creator,noisy,1721.17529131489,0,0,56.3779134762883,38.3494746447932,0,109,1,14,0,3,6,8
110,Utilizer,charty,5149.76254839295,0,0,44.049361140079,36.4793358386153,0,110,1,23,0,3,6,8
111,Speculator,noisy,1792.74638808997,0,0,59.4603954067855,47.1301963028848,0,111,1,16,0,3,6,8
112,Utilizer,charty,5271.22634956279,0,0,40.4741938321397,39.1599843673641,0,112,1,19,0,3,6,8
113,Utilizer,charty,4605.2539246957,0,0,44.6528987279599,45.3656887540803,0,113,1,22,0,3,6,8
114,Utilizer,charty,4342.22919540776,0,0,38.2932207234666,31.1507583493547,0,114,1,23,0,3,6,8
115,Speculator,noisy,2036.30562162127,0,0,74.5517739800428,44.4615435112409,0,115,1,11,0,3,6,8
116,Speculator,noisy,1598.87425964956,0,0,55.6995983968116,49.8059949486947,0,116,1,15,0,3,6,8
117,Utilizer,charty,5138.49152052818,0,0,50.9162860352413,12.225414861005,0,117,1,20,0,3,6,8
118,Investor,fundy,10711.9898499894,0,0,20.7714742379827,12.7650685552501,19.2920132960734,118,1,47,14,3,6,8
119,Speculator,noisy,1848.60051798777,0,0,78.3602879420021,49.6098840790818,0,119,1,15,0,3,6,8
120,Utilizer,charty,4432.93897760892,0,0,38.8024025117442,58.3448511676635,0,120,1,24,0,3,6,8
121,Utilizer,charty,5208.703651147,0,0,36.6579331599704,15.5577019886395,0,121,1,27,0,3,6,8
122,Utilizer,charty,5472.08516032444,0,0,41.0879016294322,45.6027502711567,0,122,1,24,0,3,6,8
123,Utilizer,fundy,4809.99177818405,0,0,22.6549625749174,23.6944544780977,17.7064874559491,123,1,25,22,3,6,8
124,Utilizer,fundy,4782.79944796497,0,0,21.5866087423569,11.2873298873648,13.9723896263051,124,1,22,22,3,6,8
125,Creator,noisy,2229.84479124796,0,0,42.2723424671425,58.3744085751746,0,125,1,16,0,3,6,8
126,Investor,fundy,11607.7183863609,0,0,20.4614937272391,14.120108842313,21.8497914596774,126,1,44,16,3,6,8
127,Utilizer,charty,4222.78953646844,0,0,36.8019989335718,30.5947053990329,0,127,1,31,0,3,6,8
128,Utilizer,charty,4669.19596505854,0,0,45.0626076323787,32.9407483613536,0,128,1,24,0,3,6,8
129,Utilizer,charty,5579.7593855588,0,0,37.3992965131296,33.4473546398318,0,129,1,29,0,3,6,8
130,Speculator,noisy,2413.7152400261,0,0,31.8245516625187,48.6211707886869,0,130,1,11,0,3,6,8
131,Speculator,charty,2105.64320579421,0,0,48.1624017269622,46.1053488852596,0,131,1,13,0,3,6,8
132,Speculator,noisy,2316.37864010876,0,0,67.3561538342988,44.1339338189878,0,132,1,15,0,3,6,8
133,Utilizer,charty,5422.81834459643,0,0,36.0848943154564,41.4616788037295,0,133,1,23,0,3,6,8
134,Utilizer,charty,4223.46768438875,0,0,39.1020772359126,50.5245219049207,0,134,1,23,0,3,6,8
135,Utilizer,charty,5224.55958366618,0,0,42.2881534952824,26.3384888189431,0,135,1,28,0,3,6,8
136,Investor,fundy,9578.08102288232,0,0,13.4656015270718,14.391237600984,20.8634464075178,136,1,50,17,3,6,8
137,Speculator,noisy,2277.2103680548,0,0,65.7502435566095,40.5672753961818,0,137,1,14,0,3,6,8
138,Utilizer,charty,4608.14269224309,0,0,40.1845934058856,24.1594672566241,0,138,1,27,0,3,6,8
139,Speculator,noisy,1937.85873678609,0,0,69.7007335496356,36.695356892933,0,139,1,15,0,3,6,8
140,Speculator,noisy,2140.43293969946,0,0,44.1072975792601,54.8873137024835,0,140,1,12,0,3,6,8
141,Utilizer,charty,4649.09056782507,0,0,35.8112638049915,40.3244263686501,0,141,1,27,0,3,6,8
142,Utilizer,charty,5641.96530177142,0,0,40.637131843234,24.7328899991194,0,142,1,23,0,3,6,8
143,Speculator,noisy,2037.50042956203,0,0,50.8622371221919,57.6136803808415,0,143,1,14,0,3,6,8
144,Speculator,noisy,1847.2752942805,0,0,68.0016248098033,44.7591969780212,0,144,1,11,0,3,6,8
145,Utilizer,charty,4871.4974537927,0,0,35.3045593048061,44.1512161451993,0,145,1,28,0,3,6,8
146,Speculator,noisy,1908.77958856083,0,0,53.4634814852254,57.0619184061487,0,146,1,15,0,3,6,8
147,Utilizer,fundy,5067.3091992052,0,0,22.1973704496463,20.9148220266877,14.7092666461596,147,1,24,18,3,6,8
148,Investor,fundy,10613.2737899304,0,0,18.7694013369986,15.4069627076631,21.2413987516673,148,1,46,19,3,6,8
149,Utilizer,charty,4451.66896161878,0,0,43.0939357013876,40.2493897995067,0,149,1,26,0,3,6,8
150,Investor,fundy,9973.68452234861,0,0,15.8928940714415,11.4688028337208,14.3448324955234,150,1,52,20,3,6,8
151,Speculator,fundy,2159.25578180686,0,0,15.1697852136783,23.0192599818786,17.2335064791023,151,1,12,21,3,6,8
152,Utilizer,charty,4786.24053605696,0,0,37.1330170183135,41.4376439763615,0,152,1,23,0,3,6,8
153,Investor,fundy,9970.22983910542,0,0,19.008806611986,17.5300477389745,19.0865185146596,153,1,49,16,3,6,8
154,Speculator,noisy,1851.26161774583,0,0,66.5898842807005,37.5853398511989,0,154,1,16,0,3,6,8
155,Speculator,charty,1884.42675406645,0,0,44.1686659964365,26.1850211194455,0,155,1,12,0,3,6,8
156,Speculator,noisy,1787.17616469061,0,0,48.7599709269306,56.6989868421384,0,156,1,13,0,3,6,8
157,Speculator,noisy,2447.59706829156,0,0,49.7314554255183,44.9270034340408,0,157,1,15,0,3,6,8
158,Investor,fundy,8736.76370418783,0,0,18.344691968323,24.7021963037442,26.5917581385117,158,1,50,19,3,6,8
159,Utilizer,charty,4355.2721812073,0,0,36.0961938775462,23.48327571936,0,159,1,27,0,3,6,8
160,Utilizer,fundy,4657.08654997577,0,0,14.0856903546493,16.341433701618,16.9687650630621,160,1,27,24,3,6,8
161,Investor,fundy,12152.7596629821,0,0,21.5151530778464,12.3168553962636,18.1054458518272,161,1,49,15,3,6,8
162,Creator,noisy,2329.82200073651,0,0,52.6703676314276,62.6093526623224,0,162,1,15,0,3,6,8
163,Utilizer,charty,4947.89780971178,0,0,41.8639701676811,40.6311999370138,0,163,2,27,0,3,6,8
164,Speculator,noisy,1992.02566844234,0,0,57.8346974525955,57.1374709293419,0,164,2,19,0,3,6,8
165,Investor,fundy,10914.1266138465,0,0,18.9727116679658,15.9793736260246,14.0559712406965,165,2,53,19,3,6,8
166,Utilizer,charty,4706.60936648554,0,0,42.0091931773257,27.3819738268836,0,166,2,24,0,3,6,8
167,Utilizer,charty,4478.48437037744,0,0,38.3789916059573,21.8411125274926,0,167,2,26,0,3,6,8
168,Utilizer,charty,4722.12728059836,0,0,38.99826493263,31.9838455172003,0,168,2,24,0,3,6,8
169,Utilizer,charty,5232.86913719258,0,0,37.8247796286535,37.0301703401296,0,169,2,25,0,3,6,8
170,Speculator,noisy,1743.37014230264,0,0,42.9021864268214,45.1867415071063,0,170,2,13,0,3,6,8
171,Investor,charty,9747.13792195511,0,0,39.4457400181304,46.295080858007,0,171,2,51,0,3,6,8
172,Utilizer,charty,4916.7246415074,0,0,46.8774019696511,27.7513628228603,0,172,2,26,0,3,6,8
173,Investor,fundy,9264.00418808668,0,0,15.172788423494,10.6344423797608,20.8978740909124,173,2,46,22,3,6,8
174,Speculator,noisy,2386.02119682914,0,0,57.453849591329,47.4936679153539,0,174,2,12,0,3,6,8
175,Utilizer,charty,5783.74942202597,0,0,36.1625020919409,38.6724558233293,0,175,2,23,0,3,6,8
176,Utilizer,charty,5523.95396956043,0,0,46.3517463053998,38.3792953745647,0,176,2,30,0,3,6,8
177,Speculator,noisy,2232.46133306793,0,0,60.3575701165352,50.8006367463268,0,177,2,15,0,3,6,8
178,Speculator,noisy,2512.37544027416,0,0,67.8775701345168,57.8331448416164,0,178,2,16,0,3,6,8
179,Investor,fundy,9617.13744435212,0,0,21.9029379554977,15.3089797880777,21.9298307439432,179,2,47,19,3,6,8
180,Investor,fundy,12033.3624995343,0,0,22.7111003761987,12.3109486485748,22.7378424590724,180,2,49,19,3,6,8
181,Speculator,noisy,1761.47094021606,0,0,60.7388044028818,47.1971416202775,0,181,2,16,0,3,6,8
182,Speculator,fundy,2208.71221379939,0,0,21.2666599839054,9.56334968655156,17.4021807877434,182,2,13,19,3,6,8
183,Utilizer,charty,4703.16771618803,0,0,42.6014096852755,49.5978353405957,0,183,2,25,0,3,6,8
184,Speculator,noisy,1957.38895938097,0,0,64.7094001887929,45.3819262296434,0,184,2,14,0,3,6,8
185,Creator,charty,2567.5103796797,0,0,34.7146671952212,37.3602058698152,0,185,2,13,0,3,6,8
186,Investor,fundy,10399.0029595937,0,0,21.2975620446417,18.7766568395883,11.2461466363241,186,2,45,16,3,6,8
187,Utilizer,charty,4904.40969907607,0,0,31.2019719471729,33.5528652629019,0,187,2,23,0,3,6,8
188,Speculator,charty,1899.12448562107,0,0,36.2132018685956,32.1586151210278,0,188,2,13,0,3,6,8
189,Utilizer,charty,4979.75372176375,0,0,36.8764620721178,46.5868713697682,0,189,2,28,0,3,6,8
190,Speculator,noisy,1741.89277628579,0,0,64.7127387406608,52.4923062295092,0,190,2,13,0,3,6,8
191,Utilizer,charty,5642.66176056211,0,0,40.5749415879876,31.2546804459841,0,191,2,24,0,3,6,8
192,Investor,fundy,9567.99981789678,0,0,21.6006152978368,13.1991360709092,25.4380951999144,192,2,50,20,3,6,8
193,Utilizer,charty,5159.19117171259,0,0,40.7145340600474,25.9016359419259,0,193,2,24,0,3,6,8
194,Investor,fundy,9769.97168178566,0,0,22.1058634146568,14.9242448018586,32.3742647729984,194,2,53,18,3,6,8
195,Speculator,noisy,2211.0102511181,0,0,56.9664071080928,44.1183911812654,0,195,2,16,0,3,6,8
196,Investor,fundy,9110.5271983052,0,0,18.7960306734108,7.21523255589365,19.3859078645526,196,2,50,17,3,6,8
197,Speculator,noisy,2069.05181762936,0,0,50.3082553547543,37.1338564036775,0,197,2,15,0,3,6,8
198,Speculator,noisy,1627.80692194015,0,0,63.1236138024633,53.3247121855761,0,198,2,14,0,3,6,8
199,Speculator,noisy,2020.02393166128,0,0,67.2635257563714,51.6695872409537,0,199,2,12,0,3,6,8
200,Utilizer,charty,4835.003693368,0,0,41.491504324096,31.8338031446934,0,200,2,28,0,3,6,8
201,Investor,fundy,10257.0122808825,0,0,12.4305603183763,11.784394837837,18.9239842940577,201,2,50,18,3,6,8
202,Utilizer,charty,4572.97369725806,0,0,40.3897026263912,54.9377669853442,0,202,2,24,0,3,6,8
203,Utilizer,charty,4193.28823143036,0,0,37.8707818584744,26.5775171804856,0,203,2,23,0,3,6,8
204,Creator,noisy,2359.92608906135,0,0,43.5858841290786,39.3199730930649,0,204,2,15,0,3,6,8
205,Creator,noisy,2048.52655586895,0,0,65.436516809852,57.801521308304,0,205,2,14,0,3,6,8
206,Speculator,noisy,2108.36828014611,0,0,51.0480226321968,51.8353399704222,0,206,2,15,0,3,6,8
207,Creator,noisy,1560.9224291222,0,0,36.5098297504539,45.6634625794854,0,207,2,9,0,3,6,8
208,Investor,fundy,9773.77938383462,0,0,16.1939112281081,10.6658597771675,20.7111128649938,208,2,50,20,3,6,8
209,Utilizer,charty,5438.61175140943,0,0,35.3742101314386,33.9559143486874,0,209,2,23,0,3,6,8
210,Utilizer,charty,4552.90229333557,0,0,37.5891376863501,41.4655074073356,0,210,2,21,0,3,6,8
211,Utilizer,charty,4127.86430959671,0,0,42.0136477606118,27.7568224151673,0,211,2,27,0,3,6,8
212,Utilizer,noisy,4714.97064345466,0,0,47.78833137746,49.8945660007031,0,212,2,26,0,3,6,8
213,Utilizer,charty,5030.23380947143,0,0,37.2130743175813,32.9592575115442,0,213,2,27,0,3,6,8
214,Speculator,noisy,1897.27546667074,0,0,56.5958748424987,57.6096763239063,0,214,2,17,0,3,6,8
215,Speculator,noisy,2013.19705989249,0,0,54.3078958974393,47.6763657102812,0,215,2,12,0,3,6,8
216,Speculator,noisy,1966.44034592565,0,0,60.4955513920802,54.0908583332048,0,216,2,16,0,3,6,8
217,Investor,fundy,9221.58249971723,0,0,24.8398832803304,7.62621509983099,18.4037056200887,217,2,45,14,3,6,8
218,Creator,noisy,2642.37632209972,0,0,63.4022470824309,57.9833831545218,0,218,2,15,0,3,6,8
219,Speculator,noisy,2231.32994869015,0,0,62.9474205210734,45.5601978451439,0,219,2,16,0,3,6,8
220,Utilizer,charty,5190.11119491136,0,0,48.7074770205869,29.7762854622147,0,220,2,22,0,3,6,8
221,Speculator,noisy,2269.97249140356,0,0,66.2587298726715,56.2347182964163,0,221,2,15,0,3,6,8
222,Speculator,fundy,2148.64221842474,0,0,21.3452383082232,14.6378749644219,23.2250382423147,222,2,12,16,3,6,8
223,Utilizer,charty,5437.44251152038,0,0,41.0005857067595,24.4554512347363,0,223,2,22,0,3,6,8
224,Utilizer,fundy,4824.13150065198,0,0,15.6887666397257,19.9602466203363,31.5760089984645,224,2,28,17,3,6,8
225,Investor,fundy,10707.1106810925,0,0,20.2688826211898,14.6418771021792,24.3758479090265,225,2,52,19,3,6,8
226,Speculator,noisy,2017.88689761242,0,0,83.1484670100546,54.5485707143505,0,226,2,16,0,3,6,8
227,Speculator,charty,1876.96365620058,0,0,44.7112629028948,37.6439721960471,0,227,2,14,0,3,6,8
228,Speculator,noisy,2292.42350104133,0,0,64.7997115489769,54.2683044340653,0,228,2,12,0,3,6,8
229,Investor,fundy,9227.61297802737,0,0,23.1837459321671,15.6073896160755,10.886087401004,229,2,50,15,3,6,8
230,Investor,charty,9548.27490053585,0,0,40.7773432616831,33.6180042135304,0,230,2,50,0,3,6,8
231,Speculator,noisy,1511.65201948869,0,0,58.9868071736102,36.2161154181362,0,231,2,13,0,3,6,8
232,Utilizer,charty,5156.27536606725,0,0,40.1985172351319,34.6057872118467,0,232,2,21,0,3,6,8
233,Creator,fundy,1641.91380533502,0,0,18.9104465638722,8.4028207766685,20.928201910017,233,2,14,12,3,6,8
234,Utilizer,charty,3394.65378126179,0,0,46.5119304571713,28.0819016153316,0,234,2,28,0,3,6,8
235,Utilizer,charty,4912.23588696068,0,0,47.6238409352704,33.6385339458118,0,235,2,29,0,3,6,8
236,Utilizer,charty,4939.3681149931,0,0,41.2218543051333,25.5357801367452,0,236,2,26,0,3,6,8
237,Investor,fundy,9373.1932874496,0,0,20.278096480408,18.6875226814017,20.2118918276827,237,2,53,19,3,6,8
238,Utilizer,charty,5219.76615224649,0,0,40.4050180888725,46.6801505451894,0,238,2,26,0,3,6,8
239,Speculator,noisy,2631.80575768354,0,0,49.5687850320509,55.5533635873005,0,239,2,15,0,3,6,8
240,Investor,fundy,11237.1616367506,0,0,16.3230312162022,21.1411189041942,28.8332699338439,240,2,55,16,3,6,8
241,Utilizer,charty,5446.97960778826,0,0,44.9498287268196,33.149994768771,0,241,2,24,0,3,6,8
242,Speculator,noisy,1658.66803568021,0,0,48.6220428442597,52.8922084640739,0,242,2,16,0,3,6,8
243,Creator,noisy,1939.34591857622,0,0,68.6910749913412,54.1880373353233,0,243,2,15,0,3,6,8
244,Utilizer,charty,5275.9391870645,0,0,33.6021858217645,45.7242178564438,0,244,2,26,0,3,6,8
245,Investor,fundy,9714.81037446123,0,0,17.9698453029128,18.0511455896994,14.8554352007245,245,2,48,15,3,6,8
